Protein.IDs,flybase_gene,Entry,e02,e06,e12,e20,L1,L2,L3,L3c,p1,p2,p3,p4,p5,Ayf,Aym,Af,Am
FBtr0084176,Fadd,Q9V3B4,6653399.14455153,3858947.8446812,3858947.8446812,4827521.46876689,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,44702544.7155796,59217208.2165188,38626986.9611704,35337835.6263653,6604890.36846685,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0301402;FBtr0301401;FBtr0084177;FBtr0084178;FBtr0100514;FBtr0335195,how,E1JIT0,254184999.999997,584799999.999992,1092125000.00001,1865199999.99999,484030000.000006,424020000.000003,443875000.000003,659929999.999987,874900000.000006,941642499.99998,898804999.999991,1194977500,1892525000.00001,822502499.999999,706225000.00001,283737499.999998,230472500.000004
FBtr0347257;FBtr0335196;FBtr0084180,CG5791,Q9VD48,10137071.5231462,3858947.8446812,6518263.48293497,5406571.74438911,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,37222340.9742907,11063820.2001453
FBtr0084183,CG6015,Q9VD52,116703750.000003,213777499.999996,349607500.000001,264917500.000001,200815000.000001,88861736.9611699,8702076.4393359,31339844.1936099,11467424.8363036,8942476.03467908,4891323.29957291,5036444.57220544,3858947.8446812,8174956.82242029,4862550.51313667,3858947.8446812,3858947.8446812
FBtr0335198;FBtr0084185,Cchl,Q9VD55,720742500,693829999.999995,716139999.999999,820267500.000006,2194374999.99997,1903174999.99999,2796825000.00004,468360000.000009,1128900000.00001,959289999.999997,837017500.000009,1316339999.99999,4151799999.99999,3427300000.00006,2833374999.99999,1416725000,824125000
FBtr0084186,CG6028,Q95SI7,2543750000.00005,2056099999.99999,2408600000.00001,2731775000.00002,7692225000.00003,11231475000.0001,8001175000.00009,9347874999.99991,11236349999.9999,8763475000.0001,6741050000.00006,6461974999.99998,8606550000.00003,4213974999.99997,3386850000.00002,5025650000.00002,6897025000
FBtr0300788;FBtr0084190,CG6439,Q9VD58,3792100000.00003,4019799999.99997,4057674999.99999,3894375000,5934400000.00001,6121924999.99999,8165174999.99984,6733924999.99998,5601374999.99996,4828999999.99991,4689000000.00002,4390449999.99999,12952249999.9998,18745750000.0002,18434749999.9998,29858250000.0005,35006500000.0003
FBtr0084197;FBtr0336712;FBtr0305037;FBtr0305036;FBtr0301028;FBtr0330381;FBtr0310203,SKIP,Q8SZS0,22810108.4885786,41994499.9999999,18070467.5567718,12118960.8835106,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,7728037.2826569,18923917.7119541,13490529.4211549,4997674.55103595,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0084203,CG7080,Q9VD35,3858947.8446812,3858947.8446812,3858947.8446812,60304210.8835102,3858947.8446812,22878495.7334496,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0310473;FBtr0084205,rdhB,Q9VD30,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,4850738.57454934,99692858.6234876,544170000,175480280.43802,759080000.000009,1099174999.99999,341712499.999996,970992499.999982
FBtr0084210;FBtr0084209;FBtr0084208;FBtr0084206,Sar1,Q9VD29,4590924999.99999,4316800000.00003,4780799999.99994,5091025000.00002,4.629e+09,4166774999.99998,5130875000.00001,5123450000.00008,8324549999.99999,8681799999.99997,7339824999.99992,7187475000.00007,7225375000.00001,5528250000.00007,5196925000.00005,5739974999.99998,5673949999.99991
FBtr0344525;FBtr0084212;FBtr0084211,CG7071,Q8SXS0,97246999.9999997,116800249.999999,136955000,191109999.999999,147551000.000003,160309999.999999,164430000.000003,150164499.999999,21645410.788739,19371395.2213603,39999571.6498418,59394082.4445055,4629702.21230162,60765292.2303513,43766651.3524802,12220236.5258157,31632386.5030301
FBtr0084214,PyK,O62619,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,4895281.56105778,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,12204431.7792771,143769808.427497,120267951.985102,609229999.999992,765232499.999994
FBtr0084216,CG18596,Q9VD22,110123000.000001,112877999.999999,135265000.000002,149547499.999999,115383750.000001,99372500.0000015,110145000.000001,49174839.7901612,6090702.16057789,62980961.4817236,115144042.074359,57887529.5254206,19892988.1912017,10286615.6228424,54457982.3141354,3858947.8446812,3858947.8446812
FBtr0084224,CG13856,Q9VD16,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,82214500.0000005,83569542.4847552,169514736.961166,291349999.999996,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0345205;FBtr0337044;FBtr0084229,mats,Q95RA8,714179999.999996,618332499.999993,548872500.000004,523835000.000006,164912500,130987499.999999,137977499.999998,305927500.000007,164578500,250955000.000002,335097500.000003,276545000.000004,102884000.000001,216012500.000002,229432500.000002,260264999.999996,151060000
FBtr0084230,Nop56,Q95WY3,1784799999.99999,1799450000.00003,3396575000.00002,4634049999.99994,9858550000.00008,6250725000.00009,7435699999.99993,1993025000,1010217500,489752749.999995,918300000,807480000.000003,324158749.999997,1256550000,1168692499.99999,1971525000,294529999.999997
FBtr0337046;FBtr0084231,CG13850,Q9VD14,1103324999.99999,1027850000,921392500.000002,1168350000.00002,1522524999.99999,1463550000,1564450000.00002,474342500.000003,558052499.999999,418379999.999997,553217500.000002,709197500.000005,1403825000.00004,1680199999.99999,1640674999.99998,1077077500,940322500
FBtr0084234,CG13857,Q9VD17,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,11329500.0010603,239962999.999996,74612486.961171,10798328.7864561,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0337047;FBtr0084235,CG5379,Q4V4S9,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,25452868.2397292,3858947.8446812
FBtr0084237,CG5382,Q9VD26,264777499.999999,290752499.999998,232264999.999995,325352500.000004,285270000.000001,318937500.000002,238575000.000005,233892499.999999,382017500.000007,492262500,439277500.000005,344950000.000004,420375000.000004,290220000.000004,269975000,224637500.000004,438797500.000008
FBtr0084239;FBtr0330378,PSR,Q9VD28,127299499.999999,87414750,51555488.3631672,49445466.514112,54678404.1662715,29092167.4186735,7486034.80723229,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,9327468.55597483,3858947.8446812
FBtr0084242,CG5391,Q9VD33,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,87432855.2826382,8070057.72622942,7860088.40713462,8292857.26292997,15793008.9132776,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0301866;FBtr0084253;FBtr0084252,AP-2mu,O62530,456372499.999999,762975000.000007,825539999.999992,1077880000.00001,910900000.000012,685570000.000007,674937500.000011,836310000.000002,261317499.999999,333492999.999992,484157500.000005,584427499.999992,427194999.999999,1062797499.99999,1439575000.00001,932374999.999982,1145867500.00001
FBtr0084254,CG7054,Q9VD02,1105462500,1023650000.00002,1101195000.00001,827197500.000015,1174975000,2088424999.99996,2121825000.00003,2243349999.99998,2002700000.00002,847172500.00001,629614999.999997,813492499.999995,846964999.999997,637287500.000002,433002499.999996,1716400000.00001,1153265000.00003
FBtr0084255,Pebp1,Q9VD01,9752204.19919096,3858947.8446812,23860986.9611704,173413999.999999,14921250000,2.6754e+10,22361250000.0001,19575499999.9999,24231500000,2107975000.00001,815027499.999989,341850249.999996,148547770.586984,329162500,169207500,11181550000,4520875000.00007
FBtr0334611;FBtr0334609;FBtr0334607;FBtr0084256;FBtr0345228;FBtr0334612;FBtr0334608;FBtr0301485;FBtr0334610,Nrx-1,A0A0B4KH61,3858947.8446812,3858947.8446812,5827973.36866236,16235407.6023226,43634772.6355612,46252610.2328882,38220835.9769061,11696074.3270482,18733890.6546977,5724841.8906595,7091605.40245405,4747016.10632929,4425537.57175088,53960749.1176932,83259000.0000011,47155566.7922138,57200750.0000009
FBtr0301486;FBtr0084257,CG7048,Q9VCZ8,3451775000,2594750000.00004,2671149999.99996,2412200000.00001,952544999.999998,868854999.999997,1037362500.00001,1013064999.99999,1637874999.99999,1662625000,1738300000.00001,1935342499.99999,2305449999.99999,1536574999.99999,1262350000.00002,1150882499.99998,497255000.000011
FBtr0084263;FBtr0084262;FBtr0084261,bond,Q9VCY7,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,14486705.7559904,11146225.5107157,10655858.1115246,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,8753762.17343961,13666200.7140072,3858947.8446812,134967250.000001
FBtr0084264,CG33110,Q8MYV6,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,4900835.88351089,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,10064283.6085497,3858947.8446812,3858947.8446812
FBtr0084265,CSN6,Q9VCY3,1345355000,1393550000.00003,1130137500,945254999.999999,493869999.999998,368687499.999999,356319999.999999,376682500.000005,646992499.999989,831162499.999994,721107499.999994,744815000,700589999.999999,428469999.999998,430665000,484567499.999995,310882500.000001
FBtr0084266,CG6937,B7FNI7,660819999.999996,626172500.000015,1187820000.00002,1582065000.00001,2363000000.00002,1655025000.00002,1252474999.99997,3.62e+08,131785563.777424,7390078.06085028,95999500.0000012,80590986.9611717,23589901.0425419,103273500,73614090.8310765,430322500.000003,3858947.8446812
FBtr0084270;FBtr0344226,EF-G2,Q9VCX4,6343150.33385872,44879387.7228594,11696615.9811355,7527084.38131892,62942499.9999993,50426419.1038704,58133183.4661653,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,82027749.9999987,80393500.000002,82051749.9999985,72533000.0000003
FBtr0084272,mRpL45,Q9VCX3,1002447499.99998,941072500.000018,1111370000.00001,1132024999.99999,1223674999.99998,1028204999.99998,858657500.000002,230975000.000003,98043555.9447567,82163966.2783293,134516500.000001,131631403.006108,297761499.999996,870942499.999977,804897499.999991,351549999.999992,185664750.000001
FBtr0084273;FBtr0084276;FBtr0309249;FBtr0084275;FBtr0304669,loco,Q9VCX1,17594601.8243614,30258165.8332948,54346750,50122500.0000006,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0084277,CG31156,Q9VCX7,15591844.0083216,21482144.0485591,7729047.86044274,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,6721415.62743428,5014700.00676812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0084279,CG33107,Q9VCY2,78626749.9999992,26056815.6206469,4569592.48108055,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0084280,Dph5,Q8IN02,3527999999.99997,3154774999.99996,2909174999.99999,2378475000,1796675000,1198602500,1131644999.99998,687277499.999987,514820000.000005,496032500.000005,451965000,401260000.000005,159219500.000001,353592499.999994,377385000.000006,930202500.000006,174847750
FBtr0084281,CG5278,Q9VCY6,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,18601420.3946755,102376328.504602,9586232.27025141,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0084284;FBtr0334561;FBtr0308848;FBtr0084283;FBtr0084282,AdipoR,Q9VCY8,19355706.320571,5716193.68438254,42629634.6578726,68670068.1205582,72038249.9999998,94825249.9999997,52810038.6847676,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,33149210.8835116,3858947.8446812,62868999.9999995,51474542.138049,33435774.5650718,83444562.8115717
FBtr0084285,CG5326,Q9VCZ0,3858947.8446812,3858947.8446812,3858947.8446812,9766013.15781155,53203499.9999997,132300000.000001,45798666.7670333,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,4529741.10585803,8845993.5289083,3858947.8446812,14952452.1946948
FBtr0084287,CG33093,Q86B82,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,15351210.8835112,57865499.9999996,38042771.4577572,33787473.9223398,36829150.0921381,30879806.8724405,6075764.20861447,3858947.8446812,3858947.8446812
FBtr0084288,CG33099,Q86B83,11857193.0499929,18874996.6718715,801772499.999993,1143815000.00001,104260000,146505749.999999,185147499.999999,491550000.000011,941415000.000011,727357499.999997,609147499.999999,1240090000.00002,1703350000,958032500.000003,722137499.999993,162357500.000001,107703999.999999
FBtr0084289,CG5346,Q9VCZ2,3858947.8446812,9220694.05484179,76170986.9611707,66935498.767799,89735487.0514517,94261532.4011873,169840000.000002,206709999.999999,234494999.999999,163779999.999999,63007233.5927676,51288986.4581756,16154862.9928282,31640623.8809523,6469423.08766413,19751947.7609774,6557463.30923011
FBtr0084291;FBtr0084290,T-cp1,P12613,22885249999.9998,24731500000.0004,21097500000.0001,19958999999.9997,14172750000.0001,12161749999.9999,11252025000.0002,4419675000.00001,1672200000,2188975000.00004,2966899999.99996,3311349999.99993,1779824999.99998,4859749999.99999,5444000000.00002,4724375000.00007,2128775000
FBtr0084292,CG5376,F3YDD3,3858947.8446812,3858947.8446812,3858947.8446812,32227480.3037972,7769218.18985721,15997111.331769,46543686.5464704,59546926.0411789,45220986.961171,34261408.9592458,51298986.96117,250486749.999995,546799999.999999,323917500.000006,214212500.000002,3858947.8446812,3858947.8446812
FBtr0084293,CG5377,Q9VD00,1107630000.00002,899947499.999989,1112157499.99998,975024999.999998,635110000.000002,665920000.000006,719952500.000005,1067330000,1313675000.00001,1553125000.00001,1200190000.00003,1128227500.00001,950624999.999999,1006897500.00001,899822499.999998,1570650000.00002,1333874999.99999
FBtr0084294,Rpn7,Q9V3G7,6939450000.00005,9944275000.00002,8802700000.00006,9801174999.99996,3653199999.99995,3503350000.00004,2784000000.00001,4202949999.99994,1245312500,1814354999.99999,2324699999.99999,2809550000.00001,631547499.999985,3274549999.99997,4370025000.00003,2323175000.00001,2139350000.00002
FBtr0084295,CG12499,Q9VD07,136225000,103059749.999999,360127500,497407499.999996,1237014999.99999,976967500.000003,927569999.999997,112078250.000002,3858947.8446812,3858947.8446812,5408758.55217643,21744710.8835106,3858947.8446812,27304362.3223427,25569872.7955228,46681999.9999997,3858947.8446812
FBtr0346142;FBtr0084297,pinta,Q9VD09,7185899.9139047,6377007.00656496,3858947.8446812,7185166.18052042,20328654.5032538,30159295.2158973,36590375.9403137,348647499.999998,235475000.000001,125682499.999999,122882500.000002,83346749.999999,139420750,95811749.9999992,124489999.999999,43224479.5006035,52994403.2633714
FBtr0084302,Nup133,Q9VCW3,1231529999.99999,1535099999.99998,1849299999.99998,1352242500.00002,718860000.000003,403232500.000006,265597499.999995,53754250.0000004,3858947.8446812,5815460.88351095,6294710.88351083,21260210.8835105,3858947.8446812,19803377.9070445,87210000.0000005,136866000,10910404.5724681
FBtr0084303,cd,Q9VCW2,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,16836126.7248923,17119502.3439915,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,33064358.1033577,72691159.168182,63039150.9340927,13671820.6802787,5097762.21652882,9729995.5243268
FBtr0084304,Cyp6d4,Q9VCW1,68248999.9999995,82645999.9999981,24675816.1800377,39872057.4166079,132821000.000001,137683500.000001,198555000.000003,597035000.000005,53014269.7336366,79653736.96117,123523736.961168,112135429.249861,24770960.883511,94884473.6593001,128864250.000003,101752236.961171,148709999.999998
FBtr0084305,CG6972,Q9VCV9,3858947.8446812,3858947.8446812,3858947.8446812,201278230.128026,326010000.000003,304147500.000005,461112499.999999,710570000.000003,204262499.999999,423299999.999991,538667500.00001,1077379999.99999,764932500.000009,1680149999.99999,1605200000,413167500.000006,544032500.000002
FBtr0084308,CG6985,Q9VCU8,38030749.9999998,42872500.0000007,60999749.9999997,24291355.2403468,7343800.13196102,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,5943636.2133871,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0084309,HP1c,Q9VCU6,15463991.9866019,11520552.0133234,62415986.9611713,96647250.0000009,41866999.9999991,29680871.5859148,3858947.8446812,28708236.9611701,15567919.7617306,6090517.12933411,22252497.582555,8348534.06127046,6153079.81550476,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
