Protein.IDs,flybase_gene,Entry,e02,e06,e12,e20,L1,L2,L3,L3c,p1,p2,p3,p4,p5,Ayf,Aym,Af,Am
FBtr0334637;FBtr0334639;FBtr0334638;FBtr0300617;FBtr0083912;FBtr0330043,bon,A0A0B4KH12,78190500.0000008,136363133.40867,239695000.000004,175692500.000002,70398586.5411165,23511218.7099762,6989871.70094512,6169037.13299655,10835025.9993327,30123785.2254918,3858947.8446812,3858947.8446812,11114199.2993894,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0083913,CG5466,Q95T13,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,5758587.64480343,26643656.4126136,25337829.5292104,13326015.2223943,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0083917;FBtr0083915;FBtr0083916;FBtr0083914,H,Q02308,18670186.5302133,8702914.22985101,42154551.7334385,23665577.4583813,16094800.0968133,9842432.52981674,4736547.84070746,8275384.72254692,3858947.8446812,14953326.7025077,8478012.63910595,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0083919,Cpr92F,Q9VDJ8,3858947.8446812,3858947.8446812,8640845.67568682,5944262.49510812,3858947.8446812,3858947.8446812,12694535.8476386,160750000.000001,494077249.999995,453044210.883525,284419210.883505,2732309999.99998,11777775000,2293850000,2001125000.00003,5483924999.99993,3552725000.00008
FBtr0300447;FBtr0083922;FBtr0083921,Cdk2,P23573,1236800000.00003,967887499.999992,944837500.000001,576760000,63015326.9699964,25979033.8351651,17646625.9259986,23577597.1719113,28013559.4412662,112976250,19822759.9253257,21728477.3131358,3858947.8446812,3858947.8446812,3858947.8446812,253377499.999997,3858947.8446812
FBtr0083929,CG31200,Q95SN8,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,9225409.49236961,4865086.17295135,3858947.8446812,8556892.99799098,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,102214499.999999,14247769.7367171,90750940.7736588,96900432.2620003
FBtr0083930,CG31199,Q9I7I3,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,7304595.20821303,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,144022250,96772499.9999993,52203197.5304109,62511292.1272418
FBtr0334643;FBtr0083941;FBtr0083940,Pi3K92E,P91634,209057500,231022500.000002,223739999.999998,200792499.999998,130075749.999999,61310749.9999997,54336500,41734999.9999995,9093024.62807083,32990986.9611704,67200749.9999998,40200498.5510279,5357551.88476001,51422636.7725134,39038508.765575,6994765.69878788,7830927.17989947
FBtr0083944;FBtr0302323,CG4159,Q9VDK6,145159500.000002,202247500.000002,231412499.999998,297759999.999997,594719999.999999,388512499.999992,407140000.000005,135800000,125066000.000001,108690000,103064736.961171,85669790.3318964,65967468.6140311,24080764.0562727,39682744.1861183,78554920.7441392,14931321.3147705
FBtr0083945;FBtr0334579,Sep2,P54359,235694999.999998,604137499.999984,761710000.000004,912197500.000011,392407499.999998,238947500.000004,299342500.000006,511700000.000002,306910000.000004,569822500.00001,644867500.000005,526465000.000011,308812500.000002,397644999.999999,496260000,82480736.9611701,189710000
FBtr0083947,EloB,O44226,1075252500.00001,1241182499.99998,1074935000.00001,1067372499.99999,714207500.000005,692955000.000003,601860000.000005,1083492500.00002,1894024999.99997,1533900000.00003,1541004999.99999,1754832500.00001,2132149999.99999,1467750000.00002,1185210000.00001,1338150000,1148037500.00002
FBtr0083948;FBtr0083949,TFAM,Q9VDL2,5555025000.00007,4591599999.99998,4995224999.99999,4722724999.99996,2510049999.99999,1704675000,1.649e+09,1745375000,1810475000.00001,1802150000.00001,1948224999.99997,2040850000,3483850000.00001,2763650000.00002,2363825000,3542100000.00007,2556525000.00002
FBtr0083950,CG10877,Q9VDL4,377637499.999997,285782500.000003,236509999.999996,338200000,823897500.000004,1152700000,1262550000,1227225000.00001,1132215000.00001,550434999.999997,322112500,270310000.000002,341407500.000004,363440000.000001,220362499.999999,471217499.999997,459015000.000003
FBtr0334580;FBtr0083951,CG15922,Q9VDL5,11327079.9580309,6377944.49101825,16524944.7358119,6612708.52151304,31375529.0161373,22772410.2005977,32554938.3474417,7927473.87351517,7607162.02632583,6558815.41747286,13873170.9986012,22038679.1928058,112317749.999999,55181221.7488033,68976750,7890849.6980572,55688486.9611714
FBtr0083964,RpS20,P55828,14015999999.9998,12097249999.9998,14691500000,15891750000,18286750000,20452250000.0002,19480250000,11207100000,15490750000.0001,14826500000,15441500000,13803850000.0001,1.5562e+10,13346749999.9998,10713250000,12217075000.0001,5406250000.0001
FBtr0083965,CG31223,Q8SZR6,189002500,238997500.000001,257704999.999998,149214000.000001,51496700.9704178,42646750.0000006,36306944.668942,11996341.1269665,24790749.4662523,12905203.5336502,9325603.10604965,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,4328235.86401653,3858947.8446812
FBtr0346148;FBtr0083970;FBtr0083969,RpS30,Q9VDH8,5722099999.99992,4783549999.99999,7431224999.99984,7145324999.99994,7570824999.99986,6645900000.00019,6223749999.99991,5806949999.99999,2601050000,3059987499.99996,3267350000,1878825000,1479220000.00003,1813424999.99999,1528042500.00003,914130000.000002,413306163.017672
FBtr0083971,TotA,Q8IN44,6941590.61243577,10737274.9249182,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,4528615.46046972,393710000.000006,3031049999.99998,2961625000.00003,1828175000,1612812500,1193605000.00001,672162500.000002,522544999.999998,386387499.999996,926110000.000008
FBtr0083972,TotC,Q8IN43,12623960.8835106,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,4709797.12977108,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,7910643.25592211,27773572.5025678
FBtr0083978;FBtr0335016;FBtr0335015,CG5621,Q9VDH2,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,12837725.2881965,8872167.6810861,3858947.8446812,3858947.8446812
FBtr0083984;FBtr0344322,CG31191,Q6NNU6,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,13889683.7290988,12678268.7931711,3858947.8446812,3858947.8446812,5131711.63172934,4667801.66742697,4084158.14600129,14445422.7579416,13407716.5404911,9464363.90335015,20756797.2318222,3858947.8446812,9573652.58015012
FBtr0083985,TotX,Q8IN41,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,9778838.29780623,20253555.6561155
FBtr0083986,CG10830,Q9VDH3,3858947.8446812,3858947.8446812,3858947.8446812,60894920.4813,1580900000.00002,1047425000.00002,896257500.000003,514702499.999999,181817500,202889999.999998,177782250.000003,264883250,457117500.000008,1195752500.00002,1246124999.99999,1040104999.99999,1001085000.00001
FBtr0083987,CG3822,Q9VDH5,3858947.8446812,11993130.4506934,3858947.8446812,3858947.8446812,18186226.909748,5149973.50687021,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,5209221.42491491,3858947.8446812,17255843.7361713,36873113.6969977,3858947.8446812,15782846.6695468
FBtr0083991,AdSS,Q9Y0Y2,2952100000.00004,3352674999.99998,3851025000.00001,4095500000,7822725000.0001,8004275000.00014,8090824999.99998,4868449999.99999,5824125000,5633150000.00001,4234500000.00004,3616774999.99997,4196375000.00005,4426025000.00005,3835450000.00005,4244575000,3193274999.99996
FBtr0083992,CG17272,Q9VDI3,89835999.9999992,100450999.999999,128442500,166967994.341687,210750000,246995000.000003,246197499.999999,391387500.000003,192527499.999997,157915000,177507499.999998,245197500.000002,38700384.0186281,178143999.999998,147487750.000004,66291987.9601157,44407995.1179256
FBtr0083993,CG17271,Q9VDI5,204447500.000002,180402500,221637499.999999,264724999.999999,33769669.8300402,56852697.8024329,53793499.9999999,124250019.466015,1142450000.00001,1185827500,1318955000,1222535000.00002,666747500.000002,170129398.862149,83863583.2408993,59736710.8835111,8540044.85659091
FBtr0083995,Fancd2,Q8MYL1,100228500.000001,135697750.000001,106776750,66834227.5289512,8363039.01511796,8715878.56115033,3858947.8446812,14667036.7168145,32058729.1702235,11165317.1072908,3858947.8446812,7183902.34597881,4406360.82180935,12964403.1889317,3858947.8446812,7411104.25988839,10988791.2383358
FBtr0084000;FBtr0083999;FBtr0083998;FBtr0309202;FBtr0344316;FBtr0309204;FBtr0309203;FBtr0309205;FBtr0344317,Calx,Q9VDG5,117293864.475541,30494494.6434335,3858947.8446812,14720963.2559673,29154152.0699335,49706764.1625885,81650382.2546411,139845000.000003,3858947.8446812,5626426.488892,4892091.56063562,3858947.8446812,3858947.8446812,120023175.274333,232962500.000003,142415719.412501,308165000.000004
FBtr0309208;FBtr0309207;FBtr0309206;FBtr0084001,CG5697,Q9VDG3,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,16955605.5095752,181732499.999999,191731249.999999,187210685.79179,147090162.288825,13144851.1459051,17587344.7256955,3858947.8446812,3858947.8446812
FBtr0336772;FBtr0084002,Rlip,A0A0B4KHU1,10106928.2919025,5665881.65997785,8235580.33534678,14765934.8289415,3858947.8446812,9541692.51045993,6601394.16069752,4848543.70269924,8561459.062628,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,14709921.692495,3858947.8446812,3858947.8446812
FBtr0084008,CG5745,Q95RC5,132630000.000001,125107500,149309999.999999,143352500.000001,113297750,77766250,23783591.4607181,78995211.1243363,98736500.0000007,99447249.9999997,82279410.8785985,71458651.0688886,47783365.2084327,52385563.7341177,11138203.7111067,16242703.0888677,3858947.8446812
FBtr0084011;FBtr0084010,Rab11,O18335,4081600000.00006,3089250000.00002,3553374999.99996,3703250000.00003,2630850000.00001,2846975000,2864600000.00002,4554100000.00003,3175924999.99997,2662125000.00003,3626700000,3120649999.99998,2393850000.00002,3196524999.99999,3545824999.99996,2878650000.00004,2502175000
FBtr0084012,ppan,Q9VDE5,53907825.0827839,140246000.000001,399027500.000002,506099999.999996,747337500,484000000.000008,462427499.99999,95742499.9999994,3858947.8446812,3858947.8446812,3858947.8446812,6933057.21387378,7193765.06296118,3858947.8446812,3858947.8446812,21048351.5160403,3858947.8446812
FBtr0084016,Ubpy,Q9VDD8,30832500.0000001,18336219.1932052,28200175.9940156,28733960.3634377,35003000.0000003,37254815.2776864,23792791.3643445,28220920.0620283,8581914.9404936,18797110.2039799,9063568.57749015,10326725.2850127,36051124.6275781,17747723.922341,17728364.8868448,5962753.42061407,3858947.8446812
FBtr0113259;FBtr0084017,meigo,Q9VDD7,12537328.3894708,5778156.02300563,29487734.3693288,77778499.9999989,12602317.3536508,11366949.3791409,21194075.4700407,13602377.2928167,3858947.8446812,3858947.8446812,3858947.8446812,5564277.7972878,3858947.8446812,8242378.57678122,14498003.6591636,5686238.96908837,16092139.8549578
FBtr0301589;FBtr0301588;FBtr0084020;FBtr0301585;FBtr0112916;FBtr0112915;FBtr0301587;FBtr0301586;FBtr0110939;FBtr0110938;FBtr0084022;FBtr0084021;FBtr0084024,SNF4Agamma,Q9VDD2,12287158.073849,3858947.8446812,10430884.3259727,4233160.88351093,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0084026,CG5810,E0R972,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,12559034.4487449,35233132.3554711,42391500.0000009,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0084029,CG7009,Q9VDD9,7130131.32478825,12331122.5907063,26447734.0849692,10964460.8835109,17421869.7870201,8326076.39146475,23241307.936141,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0333931;FBtr0084032;FBtr0330049,slmb,Q9VDE3,597075000.000001,717777500.00001,493642500.00001,495827500.000001,223689999.999998,175505000.000004,169639366.241119,91030665.6158478,31883624.5897487,152246750.000003,117715669.607992,238724999.999998,14249332.2806122,235614999.999998,321690000,300159999.999998,55909640.9706551
FBtr0084033,Bdbt,Q9VDE4,1207700000.00002,897917500.000009,1095150000.00001,819305000,289605000.000004,188275000.000002,189307500.000001,221442500.000003,69501736.9611695,114786195.804469,164730999.999999,86562446.26588,22428710.8835112,118112999.999999,235272500.000001,226914999.999999,75822906.0753155
FBtr0084034,Sec15,Q9VDE6,78318250.0000011,82369249.9999982,95605000,95152250.0000009,91784749.9999988,79526250.0000001,67937000.0000009,85241250.000001,5997266.07890056,37632495.6512845,22727574.0775494,37699694.5094572,30081138.1559927,42615622.5026528,75713236.9611685,72133735.9679529,67128986.9611698
FBtr0084035,CG7044,Q8SZQ6,513164999.999995,710385000.000012,520127499.999988,362729999.999998,156540749.999999,116168000,75108000.0000008,26578877.5926002,3858947.8446812,11360892.779225,21974590.9573245,20662460.8835114,8590577.95459366,26007204.4484793,14685217.7452771,29192121.9972594,11481904.1696153
FBtr0084036,RhoGAP93B,Q7YU00,6246258.51834728,23020561.2523348,27518878.696147,21939096.9675979,7709174.86049363,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0084038,r-l,Q01637,4695299999.99995,4417949999.99995,4473649999.99998,4537749999.99995,9354650000.00005,5445274999.99988,5476325000.00001,1311325000.00003,1023635000,1130435000.00001,1053792499.99999,841102499.999994,561545000.000006,837382499.999981,556650000.000006,1781725000.00001,202487250.000002
FBtr0306349;FBtr0306348;FBtr0306347;FBtr0084039,Cortactin,Q9VDF4,114848249.999999,138770499.999999,358767500.000001,380655000.000004,73691621.7378725,24423094.2903697,104124241.189622,235525000.000003,895822499.999998,899892500.000003,1220232500.00001,1556521491.82181,885525000.000008,199769999.999998,73877500.0000003,63410379.310914,4949797.73133018
FBtr0346111;FBtr0084043,CG7079,Q9VDF7,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,19647262.5168038,6528534.11296433,3858947.8446812,3858947.8446812
FBtr0084044;REV__YMR007W,CG31207,Q8MSJ6,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,4796279.44804892,3858947.8446812,17423141.353946,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,77793999.9999991,84821249.9999994,29531986.9611703,36636788.7622266
FBtr0084047,CG17278,Q9VDG1,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,4503954.57528414,9668914.19058295,35576686.4173128,72728499.999999,90929249.9999991,66913486.9611695,51600626.9224463,13559907.6230957,3858947.8446812,6731119.81238636,3858947.8446812
FBtr0084048,CG10827,Q9VDG4,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,525307499.999994,731645000,655872500.000004,425022500.000005,485460000,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,13459077.0242789,3858947.8446812
FBtr0084049,CG5862,Q9VDD1,37282160.1514843,31488683.7405205,44369499.9999999,53809491.1457398,54908308.218876,50497804.1633175,11836124.1485882,68524250.0000005,106205000.000001,80770000.0000004,97668250.0000003,92052157.2240196,90309000.000001,37213160.2401074,25457675.8698721,3858947.8446812,25770817.7575247
FBtr0084050,Oga,Q961J2,700337499.999997,746075000.000014,660885000.000008,655240000.000011,433462500.000001,332412500,232475000.000001,336837499.999999,292502499.999996,400119999.999996,444489999.999989,405490000.000003,282587500.000002,314860000.000005,386842500,289587500.000003,211702500
FBtr0084051;FBtr0330376;FBtr0339192,Nelf-A,Q86NP2,137627500,137437500.000001,263770000.000002,242512499.999999,117007249.999998,113707499.999999,47086879.9271189,54428253.4643081,107116499.999999,149687499.999999,134511249.999999,118977236.961171,24145223.9223412,67790749.9999998,5768440.05406554,15585462.6760138,3858947.8446812
FBtr0300616;FBtr0084055,CG5919,Q9VDC2,285297500,335500000,336997499.999999,354439999.999997,455550000.000002,517747499.999996,393490756.553968,258319999.999998,316175000.000006,399069999.999999,437949999.99999,378074999.999995,704614999.999996,536897500.000011,595489999.999997,328405000,341490000
FBtr0084056,CG17298,Q9VDB8,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,1374605000.00002,3347024999.99998,2962099999.99999,430860000.000005,228500000
FBtr0084079;FBtr0346907,mod(mdg4);pre-mod(mdg4)-T,Q86B87,18616397.5511578,21043866.7462917,27243807.3179017,25596854.1601613,11622884.2817979,13745543.0329193,7073021.50361728,4986966.30169642,12219971.0646461,9267075.30032768,21115007.1084748,23202527.1648286,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0084081;FBtr0303409,mod(mdg4);pre-mod(mdg4)-V,Q86B87,5728147.46382583,3858947.8446812,34339588.4251048,10692612.7656079,5698143.39910369,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0343807;FBtr0343805;FBtr0343806;FBtr0084095,CG16791,A0A0B4LIF6,3858947.8446812,3858947.8446812,8104801.31695235,11938985.8086859,5416845.92329973,6948676.25385814,10829396.9961909,3858947.8446812,42632346.9597713,36191341.4905014,36959789.0689047,9908939.12991553,14057866.5306648,3858947.8446812,5523441.40112543,3858947.8446812,3858947.8446812
FBtr0339195;FBtr0084101;FBtr0084100,CG3301,Q9VDC0,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,586577499.999998,478382500.000004,438092499.999998,693344999.999999,224759999.999999,164902499.999996,172239999.999998,105075250,97980557.7764191,560314999.999996,650640000.000001,789172499.999994,1675000000.00003
FBtr0084102,CG3308,Q9VDC1,5272612.94286152,7118227.03327109,95972236.961172,137595000,299282500.000001,255467500.000001,251294999.999997,231790000.000001,251402499.999996,218465000.000003,185925000,135782236.961168,164862500.000002,148707500.000002,119900000.000002,39184476.902129,89578416.5869846
FBtr0084103,AP-2sigma,Q9VDC3,72455250.0000008,49558514.904025,46089684.8261615,104403500.000002,83023559.716609,73511723.8829359,35603975.3069176,80737873.5325436,3858947.8446812,6754960.13826779,52316163.088858,54381710.883512,3858947.8446812,136782500,176430000.000001,120895749.999997,90717951.5814655
FBtr0084104,Rab1,O18332,1035130000.00002,1047507500,1272925000.00001,1867749999.99999,964687500.000001,1062842500,943824999.999988,1743050000.00001,1214500000.00001,1134902500.00001,1572882500.00002,1583157500,1287342500.00001,1999775000.00004,2467575000.00001,1616400000,2149650000
FBtr0084106,e,Q9VDC6,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,653340000.000002,3858947.8446812,22466600.4479268,4465981.30061759,189809999.999997,994657500.000007,728582500.000006,239360000,432399999.999998
FBtr0347217;FBtr0084107,CG3337,Q9VDC8,11623225.857371,8011356.43338075,21213111.3098603,50456320.6189927,71465499.9999998,57906469.7660932,29310718.4527394,7708287.38179239,3858947.8446812,3858947.8446812,3858947.8446812,8657680.66152232,3858947.8446812,28951409.5979683,17774151.6032766,11412347.8391872,11574463.7457037
FBtr0084108,CG3353,Q9VDD0,94193000.0000009,100202000,145597500,131291500.000002,329079999.999999,165690249.999999,182790000.000002,47302125.5623688,3858947.8446812,3858947.8446812,3858947.8446812,4698903.8480371,7716065.47487887,11511660.6941345,13358894.2054152,68443555.1546491,3858947.8446812
FBtr0334664;FBtr0084112;FBtr0301211;FBtr0334663;FBtr0301212,CG7956,Q59DV6,21056236.96117,56959731.628762,32752788.6700777,25889185.5517156,18428159.3503165,14643817.9045761,3858947.8446812,7160977.84064883,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,12342013.229043,33108722.8762439,15288769.7383098,3858947.8446812
FBtr0084113,CG15497,Q9VD91,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,6863478.86190013,18352371.6761554,3858947.8446812,3858947.8446812,3858947.8446812,5197567.65175654,11641301.0922762,8221983.09580775,54728684.5714951,9035260.30703233,15918918.3924004,3858947.8446812,12232353.8572716
FBtr0084115,DNApol-alpha180,P26019,1549375000.00002,1774325000.00001,1334657499.99999,330731500.000002,129774249.999999,59586750,31856750,19235505.1571976,3858947.8446812,3858947.8446812,3915356.35883155,6194652.74647876,3858947.8446812,3858947.8446812,10129798.6925943,59862750,3858947.8446812
FBtr0084116,CG6353,Q9VD92,6460868.75051085,16893708.8679918,21718981.413763,30820349.378897,10493357.258085,12346994.0462948,53366499.999999,8511103.51338746,9897742.53143195,12743778.2978373,11126464.833729,6248498.78845336,3858947.8446812,3858947.8446812,3858947.8446812,10123398.503475,7291165.1081512
FBtr0290232;FBtr0290231;FBtr0290230;FBtr0084121,InR,P09208,6802051.49993414,18304127.2687527,12633519.4442931,12599698.6734466,26846794.1415492,9546710.88351105,16024107.7547365,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0084125;FBtr0301164,CG5849,Q9VD87,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,155560000.000001,133308999.999999,182180000,103224750,57825084.6420684,120635257.917564,114775999.999999,160092637.359275,3858947.8446812,3858947.8446812,7376487.94409655,3858947.8446812,3858947.8446812
FBtr0084126,CG31343,Q8SWX4,3858947.8446812,5095682.28143407,12284190.0187618,4871093.04963141,3053225000.00005,6824149999.99997,9488549999.99998,18258499999.9999,11706125000.0001,5625224999.99998,2100015000.00004,1399002499.99999,2714975000,1984000000.00001,1445600000,5519350000.00012,3408924999.99995
FBtr0346732;FBtr0084127,CG31233,Q8MRN5,3858947.8446812,3858947.8446812,3858947.8446812,70021736.9611684,11705525000.0002,18172749999.9997,15973250000.0002,8458275000.00007,7129875000.00008,2379575000.00003,835997499.999998,436932500,789650000.000002,1213825000.00001,663460000.00001,5483399999.99996,3736449999.99999
FBtr0084128,CG31198,Q8IN25,16197065.1976872,3858947.8446812,13906486.4693887,139147811.544291,7733775000.00005,1.5325e+10,14100499999.9997,11988000000.0001,6254700000.00002,2275125000.00002,1708152499.99997,660852500.000004,1276754999.99999,3110550000.00002,2343800000,5694924999.99997,3815725000.00004
FBtr0084135,lsn,Q9VD72,5855999.23147453,7142470.68603864,31371608.4662927,38361867.8393904,3858947.8446812,3858947.8446812,15135477.9822,9241083.65946634,15877788.1330328,9824912.86891284,11743092.3483967,3858947.8446812,5851435.98279158,14095484.9711076,3858947.8446812,3858947.8446812,5602965.39790732
FBtr0084139,CG6656,Q9VD68,3858947.8446812,3858947.8446812,3858947.8446812,19713890.9320978,43850802.7240914,40006256.5039597,62382000.0000006,70508249.9999997,25413162.9223922,65683499.9999994,41643877.8315829,66784749.9999987,111006000.000001,98094749.9999991,107336000.000001,41231242.8006253,51665736.7506146
FBtr0084149,CG6690,Q4V583,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,557530000.00001
FBtr0084150,CG17843,Q9VD61,3858947.8446812,3858947.8446812,4701152.85502039,101798499.999998,461060000.000003,148891000.000004,111501500,326547500.000002,113632146.444525,376812500.000001,445927499.999999,480037500.000004,368922499.999999,12268751.3010532,109590749.999998,3858947.8446812,1759350000.00003
FBtr0084151,dnd,Q9VD64,3858947.8446812,3858947.8446812,8809486.61965286,10194426.8845138,8953136.9531437,8902166.50819663,8879005.23057315,12289336.7761678,11887198.1552897,17135281.4054404,32655682.5027722,29671017.6043024,7803066.89081832,17189051.9859008,16727485.9035977,7112073.83284943,16607266.3110968
FBtr0084153,fit,Q9VD66,11303425000.0002,8323550000.00008,7147650000.00008,6130750000.00004,31308648.5968991,12502150.2400621,6876109.66578277,11500180.3977363,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,2218324999.99998,12710898.8035303
FBtr0084161;FBtr0301327;FBtr0330368,CASK,Q24210,235179999.999995,129188249.999999,97441750.0000003,121572749.999999,251907500,173587250.000001,127930000.000001,167967500.000004,27467301.2196498,27646177.6144522,45664001.6816504,26690004.5945239,17630960.8835112,175194999.999997,238152500,222682500.000001,305390000.000001
FBtr0334312;FBtr0084165;FBtr0084164,tsl,P40689,6391836.7586513,8471116.95536444,3858947.8446812,15358729.0165378,27738649.0907139,53243484.3116488,12654910.3081802,14462398.9234512,3858947.8446812,3858947.8446812,4791325.35193119,3858947.8446812,3858947.8446812,16678294.8542897,35581966.6924568,8828114.2650392,10535163.1406869
FBtr0084166,RpI12,Q9VD81,68777999.9999985,34120885.2120504,52104664.8914598,98464750.0000015,55883499.9999996,40302236.9611712,50866746.4531123,13004442.3247025,14966210.8835112,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0084169;FBtr0330384;FBtr0112874,Eip93F,Q9VD60,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,19290003.3295538,15161571.8889478,7836396.43017406,6841045.40841756,12113724.8664207,3858947.8446812,3858947.8446812,3858947.8446812
FBtr0084170,CG6332,Q9VD59,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,3858947.8446812,12313643.7791079,3858947.8446812,308470000.000001
FBtr0084171,mRpL35,Q8MS27,403852499.999997,477007500.000006,348869999.999994,391885000.000002,580160000.000001,493485000.000001,389632499.999997,131084000,10179261.5309405,10121505.0796765,29423922.8776292,33572773.2707845,26996714.7810158,210260000,194315000,55289473.9223399,7129120.0788303
FBtr0335194;FBtr0084173;FBtr0084172,ND42,P91929,3923774999.99997,4056200000.00005,4225075000.00005,4134225000.00006,6416700000.00014,6318575000.00005,7546599999.99995,7206225000.00006,7066725000.00002,6142574999.9999,5242324999.99996,4787275000.00005,11378250000,13464500000.0001,12664500000.0001,22986750000,20701750000.0004
FBtr0346345;FBtr0084175;FBtr0084174,pit,Q9VD51,39451249.9999996,312310000.000004,886782500.000013,1158930000.00001,3821899999.99997,2358199999.99999,2592649999.99997,339962500.000001,10208357.8587162,32561964.1344001,24673991.8501381,61160086.6339805,20767924.3149292,126216750.000002,139299999.999999,298577499.999998,70756750.0000001
