Phylostratum (ps),Protein_ID,Locus_tag,UniProt,T_LC,T_6H,T_12H,T_1D,T_2D,T_3D,T_5D,T_7D,T_14D,T_1M,T_2M,P_LC,P_12H,P_1D,P_2D,P_7D
4,AQZ89189.1,B4U62_01665,O34621,1.47e-05,1.82e-05,1.4e-05,1.38e-05,1.9e-05,1.73e-05,1.49e-05,1.3e-05,2.12e-05,5.56e-06,6.01e-07,2.64e-06,1.01e-05,9.27e-06,2.26e-06,8.82e-06
4,AQZ89248.1,B4U62_01990,P42402,3.81e-06,4e-06,1.69e-06,2.02e-06,7.61e-05,0.000170421,0.000171006,0.000163795,1.52e-05,1.93e-05,1.57e-05,0,9.58e-05,0.000193142,2.76e-05,0.00012195
4,AQZ89250.1,B4U62_02000,P12669,2.46e-05,9.5e-05,6.28e-05,5.27e-05,4.8e-05,6.63e-05,6.71e-05,9.64e-05,2.54e-05,2.93e-05,9.77e-06,7.74e-06,0,5.46e-07,8.55e-06,0
4,AQZ89260.1,B4U62_02055,Q08793,8.24e-06,4.29e-05,2.89e-05,6.41e-05,4.35e-05,5.64e-05,4.34e-05,6.36e-05,2.41e-05,1.8e-05,9.39e-06,4.41e-05,1.82e-05,4.04e-06,1.47e-05,1.57e-05
4,AQZ89277.1,B4U62_02140,P49939,1.45e-06,1.12e-06,6.54e-07,7.7e-07,8.33e-06,1.88e-05,3.07e-05,2.5e-05,1.57e-05,2.9e-06,1.12e-06,NA,NA,NA,NA,NA
4,AQZ89278.1,B4U62_02145,P49941,2.46e-06,1.26e-06,1.2e-06,1.23e-06,5.75e-06,1.25e-05,2.32e-05,1.99e-05,1.74e-05,3.24e-06,5.97e-07,NA,NA,NA,NA,NA
4,AQZ89279.1,B4U62_02150,P49940,7.21e-06,2.96e-06,2.52e-06,2.22e-06,6.99e-06,1.4e-05,1.91e-05,1.8e-05,1.3e-05,3.4e-06,4.34e-07,NA,NA,NA,NA,NA
4,AQZ89333.1,B4U62_02445,O31486,1.08e-05,7.37e-06,1.36e-05,6.56e-06,1.16e-05,2.73e-05,1.56e-05,1.75e-05,3.78e-05,1.16e-05,3.02e-06,NA,NA,NA,NA,NA
4,AQZ89354.2,B4U62_02565,P96606,4.09e-05,8.93e-05,5.59e-05,7.57e-05,4.92e-05,3.22e-05,5.66e-05,3.62e-05,2.58e-05,1.62e-05,3.12e-06,NA,NA,NA,NA,NA
4,AQZ89381.1,B4U62_02725,P96628,2.19e-05,8.25e-05,7.03e-05,8.88e-05,8.5e-05,7.65e-05,7.53e-05,5.67e-05,1.32e-05,4.09e-05,9.68e-06,NA,NA,NA,NA,NA
4,AQZ89388.1,B4U62_02795,P96633,1.66e-06,3.09e-06,3.71e-06,1.76e-06,2.09e-06,3.01e-06,2.8e-06,3.04e-06,3.92e-06,2.72e-06,4.8e-06,NA,NA,NA,NA,NA
4,AQZ89399.1,B4U62_02850,P96644,2.11e-06,2.83e-07,4.68e-07,2.37e-07,4.09e-07,6.94e-07,5.35e-07,8.41e-07,8.94e-07,8.12e-07,9.46e-07,NA,NA,NA,NA,NA
4,AQZ89413.1,B4U62_02925,P96657,5.3e-05,0.000185273,6.47e-05,5.92e-05,0.000249623,0.000199546,0.000240394,0.00011304,4.52e-05,8.56e-05,6.81e-05,NA,NA,NA,NA,NA
4,AQZ89456.1,B4U62_03165,O31496,1.35e-06,2.08e-06,1.27e-06,1.63e-06,3.96e-05,5.78e-05,0.000132508,0.000154547,4.66e-05,8.91e-06,2.57e-06,NA,NA,NA,NA,NA
4,AQZ89460.1,B4U62_03185,P96698,3.49e-06,2.08e-06,1.15e-06,9.9e-07,3.96e-05,8.6e-05,0.000148443,0.000164904,8.91e-05,9.6e-06,8.46e-07,4.41e-06,7.09e-07,4.98e-06,3.77e-05,0.000241473
4,AQZ89461.1,B4U62_03190,P96699,1.63e-06,4.27e-07,1.57e-07,3.18e-07,3.23e-05,8.2e-05,0.000117524,0.000135827,5.03e-05,7.46e-06,2.01e-06,0,0,8.96e-06,0,0
4,AQZ89462.1,B4U62_03195,P96700,8.71e-06,1.1e-06,1.1e-06,5.6e-07,9.89e-05,0.000263936,0.000420341,0.000466117,0.000252488,2.4e-05,7.14e-06,1.92e-05,0,0,0,7.4e-06
4,AQZ89512.1,B4U62_03505,O35025,1.53e-05,7.7e-05,7.01e-05,0.000101517,6.89e-05,4.18e-05,4.58e-05,4.04e-05,5.7e-06,1.53e-05,5.04e-06,4.49e-05,7.09e-06,3.82e-06,3.04e-06,0
4,AQZ89514.1,B4U62_03515,O34303,1.63e-05,7.62e-05,4.57e-05,8.92e-05,5.76e-05,4.28e-05,4.41e-05,3.62e-05,5.98e-06,1.53e-05,6.19e-06,7.26e-05,1.04e-06,8.94e-07,2.27e-05,1.05e-05
4,AQZ89528.1,B4U62_03590,P40775,2.98e-06,9.86e-05,0.000127187,8.19e-05,0.000182349,9.49e-05,0.000150768,9.87e-05,2.57e-05,2.9e-05,4.26e-06,1.06e-05,0.000152628,4.3e-05,0.000107268,1.26e-05
4,AQZ89529.1,B4U62_03595,O34353,7.03e-06,1.66e-05,2.11e-05,1.58e-05,2.27e-05,1.95e-05,3.56e-05,2.4e-05,8.55e-06,6.33e-06,1.98e-06,4.05e-05,9.66e-06,1.59e-05,4.29e-06,3.77e-05
4,AQZ89531.1,B4U62_03605,O34759,0.000796383,0.001956663,0.001566042,0.002578816,0.002133249,0.002282643,0.002828443,0.002908061,0.001423772,0.000866235,0.000318501,4.72e-06,0.000116202,8.79e-05,0,4.53e-06
4,AQZ89533.1,B4U62_03615,O34803,0.000376893,1.85e-05,2.56e-05,2.72e-05,0.000141401,0.000290719,0.000296269,0.000634851,0.000121167,3.77e-05,7.38e-06,0.00017257,8.59e-06,3.54e-06,1.07e-05,1.19e-05
4,AQZ89560.1,B4U62_03755,C0H3X3,3.13e-06,9.11e-07,3.5e-07,3.39e-07,2.37e-05,7.02e-05,9.39e-05,8.22e-05,4.06e-05,2.78e-05,2.4e-05,0,5.64e-06,0,0,3.36e-05
4,AQZ89585.1,B4U62_03895,O31507,4.26e-06,1.07e-06,8.58e-07,1.85e-06,2.34e-06,2.93e-06,2.99e-06,3.5e-06,4.96e-06,2.59e-06,4.76e-07,NA,NA,NA,NA,NA
4,AQZ89593.1,B4U62_03935,Q45536,1.53e-05,2.43e-07,6.04e-07,3.68e-07,0.000200187,0.000615554,0.00064988,0.000530706,0.000783737,4.03e-05,6.85e-06,1.5e-05,0.000106325,0.000486218,1.89e-05,0.00083407
4,AQZ89594.1,B4U62_03940,Q45537,5.33e-06,3e-07,6.01e-07,2.65e-07,0.000110766,0.000278982,0.000359935,0.000280176,0.000252054,2.12e-05,2.31e-06,0,0.000132382,0.000150679,2.91e-05,0.001033407
4,AQZ89620.1,B4U62_04075,A0A162QZV8,2.32e-05,1.33e-06,1.31e-06,1.72e-06,0.000283308,0.000805011,0.001173967,0.001023925,0.001191983,7.33e-05,1.01e-05,5.01e-06,2.99e-05,0.000163354,0.001443738,0.007029269
4,AQZ89626.1,B4U62_04110,O06490,3.52e-06,2.31e-05,8.87e-06,9.99e-06,1e-05,6.18e-06,8.26e-06,6.88e-06,9.54e-06,3.21e-06,5.69e-07,3.06e-06,1.7e-05,1.36e-06,1.15e-06,3.8e-06
4,AQZ89639.1,B4U62_04180,O06475,0.000196373,0.000154128,0.000362302,0.000537603,0.000816514,0.001001729,0.00036988,0.000294619,8.08e-05,0.000102503,1.44e-05,0.000154853,4.82e-05,0.000236103,9.59e-05,0.000320514
4,AQZ89646.1,B4U62_04215,O34536,5.47e-05,2.99e-05,2.69e-05,2.91e-05,4.22e-05,4.15e-05,3.74e-05,3.98e-05,3.97e-05,2.52e-05,3e-06,0.00011002,2.53e-05,4.53e-05,4.19e-05,1.79e-05
4,AQZ89657.1,B4U62_04270,P80241,0.001322779,9.81e-05,0.00079951,6.27e-05,0.00236157,0.003222706,0.004702642,0.002245118,0.002234534,0.004047078,0.001518684,6.05e-06,0.000102757,0.000175846,1.15e-05,6.35e-06
4,AQZ89670.1,B4U62_04335,O34306,0.000103178,0.000188476,0.000164768,0.000128311,0.000320637,0.000428398,0.000467517,0.00039655,0.000311657,0.000258459,0.000171723,NA,NA,NA,NA,NA
4,AQZ89677.1,B4U62_04370,O34573,0.000181362,7.52e-06,9.89e-06,1.01e-05,0.000117006,0.00036955,0.000195859,0.000218803,0.000750862,0.000303946,0.000112781,NA,NA,NA,NA,NA
4,AQZ89679.1,B4U62_04380,O35028,4.42e-05,2.2e-06,2.71e-06,2.43e-06,3.22e-05,0.000129153,7.82e-05,7.53e-05,0.000867139,0.000171653,4.21e-05,NA,NA,NA,NA,NA
4,AQZ89680.1,B4U62_04385,O34486,1.47e-05,6.28e-07,8.05e-07,8.32e-07,1.17e-05,4.27e-05,4.45e-05,3.58e-05,0.000244316,7.74e-05,1.99e-05,NA,NA,NA,NA,NA
4,AQZ89688.1,B4U62_04425,O35019,1.27e-05,0.000341994,0.000152008,0.000229058,0.000184064,0.00017586,0.000168172,0.00014023,5.8e-05,7.64e-05,1.58e-05,0.000126487,0.000420652,0.000189238,6.68e-06,8.5e-06
4,AQZ89706.1,B4U62_04515,P40773,2.07e-06,2.97e-05,1.74e-05,2.72e-05,2.07e-05,1.51e-05,1.48e-05,1.5e-05,3.52e-06,5.15e-06,7.06e-07,NA,NA,NA,NA,NA
4,AQZ89711.1,B4U62_04545,O31552,0.000777838,8.46e-06,2.97e-06,4.72e-06,7.45e-05,0.000197476,0.000226054,0.000302786,0.000243401,0.000177484,0.000382413,0,5.2e-05,0.000134527,0,0
4,AQZ89713.1,B4U62_04560,O31555,6.34e-05,9.41e-05,2.31e-05,3.06e-05,5.35e-05,6.64e-05,5.05e-05,6.79e-05,7.43e-05,2.58e-05,8.3e-06,8.73e-06,1.66e-06,0,0,0
4,AQZ89714.1,B4U62_04565,O31556,4.59e-05,8.33e-05,1.9e-05,2.45e-05,4.97e-05,7.34e-05,6.06e-05,6.36e-05,7.11e-05,2.03e-05,6.98e-06,4.62e-05,7.62e-06,3.56e-06,4.85e-06,2.52e-06
4,AQZ89715.1,B4U62_04570,O31557,2.3e-05,5.09e-05,1.04e-05,1.47e-05,2.61e-05,2.95e-05,1.88e-05,2.81e-05,3.93e-05,1e-05,2.99e-06,2.94e-06,5.39e-06,9.98e-07,2.43e-06,1.95e-05
4,AQZ89716.1,B4U62_04575,O31558,2.06e-05,4.06e-05,8.6e-06,1.04e-05,1.68e-05,1.61e-05,1.04e-05,1.72e-05,2.37e-05,5.17e-06,2.71e-06,5.92e-06,1.29e-05,6.45e-06,1.22e-05,0
4,AQZ89751.1,B4U62_04750,O31576,3.51e-05,7.44e-05,6.7e-05,7.55e-05,6.9e-05,8e-05,6.28e-05,7.29e-05,2.84e-05,3.76e-05,8.12e-06,2.71e-05,9.42e-06,2.84e-05,0,0
4,AQZ89762.1,B4U62_04805,O31585,3.88e-06,0.000116977,8.01e-05,9.56e-05,8.31e-05,9.77e-05,0.000109208,7.47e-05,6.76e-05,4.27e-05,3.41e-05,0,2.26e-05,8.88e-06,0,0
4,AQZ89764.1,B4U62_04815,P07784,0.000504554,0.000281566,0.000133787,0.000185456,0.008849545,0.016168212,0.014832806,0.012331207,0.008695533,0.070998099,0.161177427,0,1.09e-05,0.001396962,0,5.12e-06
4,AQZ89768.1,B4U62_04835,P71083,1.61e-05,8.97e-05,3.03e-05,3.38e-05,8.72e-05,0.000162835,0.000123295,7.64e-05,0.000126158,8.71e-05,3.61e-05,9.53e-06,7.03e-06,2.13e-06,0,2.07e-06
4,AQZ89772.1,B4U62_04855,Q7WY74,0.000185214,0.000236252,0.000214519,0.000325279,0.000341964,0.000308552,0.000401568,0.000380416,0.00026805,0.000237818,8.78e-05,NA,NA,NA,NA,NA
4,AQZ89773.1,B4U62_04860,Q04385,3.96e-05,0.000200386,0.000270272,0.000151163,0.000232693,0.00021678,0.000237069,0.000233349,8.36e-05,0.000147882,3.19e-05,0.000300858,6.39e-05,3.16e-05,9.31e-05,3.15e-05
4,AQZ89776.1,B4U62_04970,C0H3X8,1.03e-05,3.55e-06,1.93e-06,2.39e-06,6.71e-06,1.88e-05,1.62e-05,1.45e-05,1.07e-05,2.62e-05,4.6e-05,6.94e-06,5.28e-06,1.91e-06,1.65e-05,7.4e-06
4,AQZ89787.1,B4U62_05045,O31588,1.54e-05,9.3e-05,8.19e-05,0.000116766,8.92e-05,5.08e-05,5.08e-05,4.27e-05,2.25e-05,2.24e-05,4.88e-06,2.49e-06,8.88e-06,3.96e-06,1.78e-06,0
4,AQZ89806.1,B4U62_05140,P54593,1.71e-05,3.02e-05,1.75e-05,2.03e-05,2.19e-05,2.4e-05,1.89e-05,1.71e-05,1.58e-05,9.84e-06,2.97e-06,9.29e-06,4.73e-06,4.95e-06,3.05e-06,3.02e-06
4,AQZ89813.1,B4U62_05175,P54598,1.93e-05,2.04e-05,1.93e-05,5.34e-05,0.000323925,0.000915884,0.000875919,0.000801215,0.000158301,0.003031431,0.009391021,0,0.000109799,0.000368027,0.000120881,0.002578547
4,AQZ89814.1,B4U62_05180,P54599,5.4e-06,4.8e-07,7.37e-07,1.08e-06,0.000164729,0.000222393,0.000465034,0.000510504,0.000210332,2.33e-05,8.17e-06,NA,NA,NA,NA,NA
4,AQZ89815.1,B4U62_05185,P54601,1.08e-05,3.23e-06,2e-06,2.07e-06,9.56e-05,0.000318366,0.000415316,0.000309414,0.000356974,0.003306973,0.005594159,6.16e-06,2.45e-06,1.2e-05,4.17e-05,8.34e-05
4,AQZ89833.1,B4U62_05275,O07531,8.07e-06,5.45e-06,7.95e-06,1.11e-05,2.67e-05,7.48e-05,8.74e-05,7.89e-05,2.7e-05,6.4e-06,1.5e-06,NA,NA,NA,NA,NA
4,AQZ89848.1,B4U62_05350,O07581,0.00011837,9.38e-05,4.87e-05,5.45e-05,4.28e-05,3.61e-05,4.35e-05,3.5e-05,2.02e-05,3.23e-05,6.56e-06,3.54e-05,1.16e-06,5.82e-06,2.09e-05,8.15e-06
4,AQZ89869.1,B4U62_05465,P04832,4.37e-05,2.04e-06,4.49e-06,2.55e-06,0.001334389,0.00326844,0.003651293,0.00231777,0.000538282,0.000557175,0.000560183,1.85e-05,0.000408825,0.001601704,8.36e-06,4.01e-05
4,AQZ89874.1,B4U62_05490,O07542,6.76e-05,0.001806441,0.001203524,0.001367158,0.000752196,0.00058863,0.00052679,0.000274015,8.01e-05,0.000139186,1.65e-05,3.33e-05,0.001376997,0.001220931,2.13e-05,0
4,AQZ89882.1,B4U62_05530,C0H3Y1,3.62e-05,1.69e-05,1.9e-05,2.64e-05,5.1e-05,7.17e-05,4.75e-05,8.78e-05,8.02e-05,2.67e-05,7.21e-06,1.06e-06,3.03e-06,3.35e-05,0,0
4,AQZ89896.1,B4U62_05610,O07515,0.00042314,0.001096465,0.001497158,0.001171371,0.001336533,0.001263598,0.000913852,0.000929427,0.001068243,0.000585521,0.000114084,NA,NA,NA,NA,NA
4,AQZ89900.1,B4U62_05630,P55340,0.000276668,7.24e-05,4.4e-05,6.41e-05,6.88e-05,7.19e-05,5.82e-05,5.94e-05,0.0001223,2.85e-05,5.66e-06,5.55e-05,0.000134718,4.29e-05,6.08e-05,2.97e-05
4,AQZ89918.1,B4U62_05720,O07606,1.75e-05,8.38e-06,2.98e-06,1.21e-05,0.000114237,0.000409866,0.000221062,0.000222702,3.39e-05,1.32e-05,6.91e-06,NA,NA,NA,NA,NA
4,AQZ89923.1,B4U62_05745,O07611,4.1e-05,6.77e-06,2.41e-06,3.63e-06,7.81e-05,0.000161614,0.000143453,0.000121067,4.52e-05,2.24e-05,1.23e-05,5.32e-06,1.83e-05,1.46e-05,2.59e-05,1.67e-05
4,AQZ89937.1,B4U62_05815,P40396,9.65e-06,6.51e-06,6.46e-06,3.51e-06,2.59e-05,7.84e-05,4.95e-05,3.8e-05,8.86e-05,1.49e-05,3.58e-06,NA,NA,NA,NA,NA
4,AQZ89939.1,B4U62_05825,O07555,0.000415493,0.000398287,0.000944293,0.000378518,0.000334862,0.000256278,0.000157958,0.000158389,9.28e-05,0.000108228,1.17e-05,0,0.00021265,0.000177768,0.000264957,2.69e-05
4,AQZ89942.1,B4U62_05840,O07558,8.3e-06,4.52e-06,4.88e-06,6.6e-06,2.5e-05,5.41e-05,5.34e-05,5.28e-05,9.86e-06,8.46e-06,2.01e-06,NA,NA,NA,NA,NA
4,AQZ89956.1,B4U62_05910,O07572,3.8e-06,3.11e-06,1.8e-06,2.29e-06,4.79e-05,0.000120133,0.000161631,0.000125813,8.58e-05,1.19e-05,1.11e-06,7.86e-06,4.5e-05,0.000259444,0.000139248,0.001636666
4,AQZ89962.2,B4U62_05940,M4KWZ2,0.000122345,1.56e-06,2.18e-06,1.86e-06,0.000228175,0.000602724,0.000932713,0.001020742,0.000743371,6.4e-05,1.18e-05,NA,NA,NA,NA,NA
4,AQZ89963.1,B4U62_05945,O06717,0.000137855,1.03e-06,2.15e-06,2.79e-06,8.66e-05,0.000251028,0.000318893,0.000417791,0.000336994,2.56e-05,3.64e-06,NA,NA,NA,NA,NA
4,AQZ89964.1,B4U62_05950,O06718,5.33e-05,5.13e-07,8.5e-07,4.37e-07,3.16e-05,8.98e-05,0.000109344,0.000155318,0.000159051,7.53e-06,0,0,0,0,0,2.07e-05
4,AQZ89965.1,B4U62_05955,O06719,7.6e-05,2.17e-06,1.73e-06,2.56e-06,8.89e-05,0.00023768,0.000334861,0.000434054,0.000219692,2.7e-05,3.35e-06,0.000105578,9.58e-06,5.33e-05,1.41e-05,7.64e-05
4,AQZ89966.1,B4U62_05960,A0A270P364,1.97e-05,1.12e-06,8.69e-07,9.96e-07,5.01e-05,0.000141418,0.00019467,0.000244556,0.00022963,1.55e-05,3.01e-06,0,0,0,2.81e-06,0
4,AQZ89967.1,B4U62_05965,O06721,1.5e-05,1.09e-06,1.72e-06,1.38e-06,0.000101166,0.00027214,0.000396539,0.000382812,0.000357537,2.98e-05,4.94e-06,NA,NA,NA,NA,NA
4,AQZ89971.1,B4U62_05985,O06725,3.28e-05,0.000336328,0.000158629,0.000203445,0.000175508,0.000128148,0.000138282,0.000101907,4.09e-05,5.02e-05,4.78e-06,3.32e-05,0.000380265,0.000292115,3.6e-05,0.000729156
4,AQZ89974.1,B4U62_06005,Q7WY73,1.35e-05,2.36e-05,2e-05,3e-05,3.51e-05,5.4e-05,3.41e-05,4e-05,2.05e-05,1.84e-05,6.6e-06,NA,NA,NA,NA,NA
4,AQZ90010.1,B4U62_06195,A0A0A0YHS9,4.09e-05,6.94e-05,6.94e-05,9.36e-05,0.000123037,0.000119281,0.000163212,0.000161588,0.000292992,0.000126643,5.98e-05,NA,NA,NA,NA,NA
4,AQZ90040.1,B4U62_06355,O31600,1.49e-05,8.31e-06,9.91e-06,1.07e-05,2.01e-05,2.94e-05,1.99e-05,2.3e-05,3.77e-05,1.02e-05,1.3e-06,NA,NA,NA,NA,NA
4,AQZ90041.1,B4U62_06360,O31601,0.000669401,0.000257151,0.00030913,0.000204289,0.000797408,0.001906585,0.001308234,0.001361086,0.000283965,0.00089836,0.000684062,3.65e-06,0,2.95e-06,7.41e-06,2.04e-05
4,AQZ90044.1,B4U62_06375,P37958,0.000681856,0.000618672,0.00077455,0.000699805,0.001169132,0.001524611,0.001254441,0.001199693,0.000411486,0.000741873,0.000238284,0.000138631,1.66e-05,1.23e-05,6.02e-05,2.22e-05
4,AQZ90051.1,B4U62_06415,O31609,1.81e-05,9.15e-05,4.91e-05,4.87e-05,3.05e-05,3.8e-05,3.94e-05,4.26e-05,1.98e-05,1.34e-05,1.49e-06,2.87e-05,8.97e-06,3.23e-05,6.79e-05,5.93e-06
4,AQZ90065.1,B4U62_06495,Q08312,5.37e-05,7.45e-07,9.26e-07,9.57e-07,0.001089828,0.002802081,0.004851743,0.005942832,0.00305004,0.000319337,6.46e-05,5.72e-06,2.21e-06,1.35e-05,5.3e-05,0.000111029
4,AQZ90066.1,B4U62_06500,Q08311,0.000101921,6.66e-06,4.54e-06,4.94e-06,0.001171072,0.002801608,0.004886902,0.005477767,0.005789334,0.000364281,5.9e-05,3.55e-06,1.04e-06,3.87e-06,0.000151208,0.00068559
4,AQZ90067.1,B4U62_06505,Q08313,0.000221645,6.54e-06,8.48e-06,5.77e-06,0.003427945,0.007767833,0.016768692,0.017675615,0.007940533,0.001015614,0.000245305,0,0,0,6.58e-06,0.00090751
4,AQZ90068.1,B4U62_06510,Q08310,7.85e-05,3.96e-06,2.37e-06,2.21e-06,0.001094348,0.002507792,0.005468426,0.007249418,0.002712769,0.000281792,8.05e-05,0,0.001370538,0.004833355,0.000860122,0.000180977
4,AQZ90073.1,B4U62_06535,O31625,0.000105879,2.44e-06,3.54e-06,2.28e-06,0.003265101,0.004197785,0.008573487,0.006851996,0.001438148,0.000453993,7.02e-05,0,0.000137713,0.000371951,2.09e-05,3.88e-05
4,AQZ90085.1,B4U62_06615,O31637,8.41e-06,5.51e-06,8.18e-06,1.12e-05,8.69e-06,5.19e-06,8.58e-06,8.24e-06,6.32e-06,3.77e-06,5.27e-07,NA,NA,NA,NA,NA
4,AQZ90088.1,B4U62_06630,O31640,6.91e-06,3.28e-06,4.41e-06,2.12e-06,3.61e-06,4.34e-06,3.8e-06,7.25e-06,7.35e-06,1.23e-05,2.54e-06,NA,NA,NA,NA,NA
4,AQZ90096.1,B4U62_06675,O31649,0.000174811,6.73e-06,5.2e-06,9.41e-06,0.000236417,0.000633113,0.000780024,0.00065588,0.00022455,5.39e-05,6.77e-06,7e-06,0.000328734,0.001950638,0.001359388,0.012296162
4,AQZ90098.1,B4U62_06685,C0H3Z2,0.000222121,3e-05,4.11e-05,4.2e-05,6.19e-05,5.99e-05,7.7e-05,8.02e-05,3.06e-05,1.42e-05,3.12e-06,9.59e-05,8.61e-05,2.6e-05,0.000190883,0.000118553
4,AQZ90104.1,B4U62_06720,O34438,0.000945448,0.00063091,0.001171397,0.000358235,9.07e-05,8.57e-05,9.18e-05,0.000124539,6.57e-05,5.44e-05,2.32e-05,NA,NA,NA,NA,NA
4,AQZ90107.1,B4U62_06735,O34960,5.74e-05,1.28e-06,2.19e-06,5.3e-07,3.94e-05,7.63e-05,8.16e-05,6.19e-05,0.000252289,0.000145278,5.33e-05,NA,NA,NA,NA,NA
4,AQZ90109.1,B4U62_06745,O34681,0.000243826,1.11e-05,1.22e-05,2.07e-06,0.000118782,0.000160055,0.000276363,0.000163979,0.000561153,0.000453443,0.000147674,NA,NA,NA,NA,NA
4,AQZ90144.1,B4U62_06930,P39781,5.35e-07,1.73e-06,1.41e-06,5.2e-07,7.06e-07,1.15e-06,8.21e-07,1.06e-06,1.38e-06,6.19e-07,4.37e-07,NA,NA,NA,NA,NA
4,AQZ90156.1,B4U62_06995,P54329,1.84e-06,2.88e-05,9.44e-05,4.09e-06,4.28e-06,5.81e-06,4.67e-06,1.32e-05,1.6e-05,9.28e-06,5.01e-07,NA,NA,NA,NA,NA
4,AQZ90158.1,B4U62_07005,C0H3Z7,5.84e-07,1.41e-05,3.85e-05,2.65e-06,2.32e-06,2.28e-06,2.53e-06,4.89e-06,1.36e-06,2.54e-06,0,NA,NA,NA,NA,NA
4,AQZ90166.1,B4U62_07045,P54337,9.54e-07,8.17e-06,2.56e-05,8.16e-07,9.15e-07,9.69e-07,7.43e-07,2.16e-06,4.47e-06,2.08e-06,0,NA,NA,NA,NA,NA
4,AQZ90171.1,B4U62_07070,P54341,3.73e-06,1.16e-05,3.38e-05,2.85e-06,3.67e-06,6.16e-06,5.48e-06,9.27e-06,5.93e-06,4.27e-06,8.85e-07,4.02e-06,3.63e-06,3.05e-06,2.73e-06,5.17e-06
4,AQZ90172.1,B4U62_07075,P54342,2.4e-07,7.05e-06,2.95e-05,1.76e-06,1.92e-06,3.14e-06,2.53e-06,4.62e-06,5.9e-06,2.02e-06,0,NA,NA,NA,NA,NA
4,AQZ90199.1,B4U62_07220,O31653,1.42e-05,1.21e-06,1.52e-05,5.84e-06,1.56e-05,2.92e-05,3.59e-05,3.37e-05,1.3e-05,3.13e-06,1.08e-06,1.48e-05,4.75e-05,3.44e-05,4.32e-05,4.34e-05
4,AQZ90201.1,B4U62_07230,P49854,4.6e-06,9.46e-06,1.4e-05,1.43e-05,2.59e-05,2.8e-05,2.5e-05,4.44e-05,2.71e-05,1.14e-05,6.92e-07,6.13e-06,0,1.68e-06,3.44e-06,4.99e-06
4,AQZ90221.1,B4U62_07335,O34551,4.69e-05,1.14e-05,6.72e-06,8.74e-06,8.53e-06,8.74e-06,9.03e-06,9.41e-06,3.94e-06,3.22e-06,1.79e-06,NA,NA,NA,NA,NA
4,AQZ90240.1,B4U62_07440,P04833,3.67e-05,2.02e-05,1.43e-05,1.69e-05,0.000117956,0.000335994,0.000396114,0.000411124,0.00019587,0.000199522,0.000347374,0,4.6e-05,6.29e-05,4.46e-06,0
4,AQZ90241.1,B4U62_07445,O31656,1.22e-05,0.000147593,5.26e-05,8.61e-05,9e-05,0.00011059,0.000110056,8.33e-05,4.63e-05,2.97e-05,5.73e-06,5.13e-05,2.15e-05,9.19e-05,6.92e-06,3.9e-06
4,AQZ90258.1,B4U62_07535,P06630,4.93e-05,9.37e-06,9.32e-06,1.38e-05,3.86e-05,6.29e-05,4.09e-05,5.95e-05,8.84e-05,5.36e-05,1.89e-05,NA,NA,NA,NA,NA
4,AQZ90278.1,B4U62_07640,O31686,3.32e-06,2.02e-06,7.89e-07,1.51e-06,2.34e-05,7.54e-05,9.67e-05,8.61e-05,0.000121544,1.15e-05,1.73e-06,1.87e-05,7.04e-05,0.000227735,0.000721712,0.000484705
4,AQZ90288.1,B4U62_07690,P37955,2.33e-05,1.27e-05,2.59e-05,4.39e-05,4.55e-05,6.84e-05,8.39e-05,6.82e-05,4.86e-05,9.17e-05,0.000168025,NA,NA,NA,NA,NA
4,AQZ90298.1,B4U62_07745,P42430,4.05e-05,0.000132914,6.63e-05,7.51e-05,0.000195907,0.000275742,0.00024806,0.000199843,0.000231016,0.000268101,7.02e-05,1.77e-06,2.25e-05,7.27e-06,2.52e-05,3.26e-07
4,AQZ90314.1,B4U62_07840,O34783,6.95e-05,8.36e-05,0.000118334,7.48e-05,0.000206036,0.000337667,0.000452326,0.000384962,6.79e-05,4.57e-05,4.31e-05,0,2.69e-05,0.000511202,1.58e-05,3.9e-05
4,AQZ90328.1,B4U62_07910,O31709,0.000253065,4.46e-05,9.07e-05,8.28e-05,0.00017233,0.000145628,0.000183559,0.000226646,0.000120558,4.61e-05,7.18e-06,0.000125659,0.00020346,0.000173774,0.000141871,0.000105439
4,AQZ90341.1,B4U62_07980,P39758,7.98e-05,0.000563678,0.000482001,0.000267527,0.000186128,0.000235908,0.000170546,0.000201053,2.67e-05,7.3e-05,3.41e-05,0.0004344,0.000384707,0.000122035,4.15e-05,6.09e-05
4,AQZ90351.1,B4U62_08030,P21884,0.000105743,5.56e-05,2.44e-05,3.96e-05,4.02e-05,3.49e-05,3.17e-05,2.37e-05,7.1e-06,1.21e-05,4.89e-06,NA,NA,NA,NA,NA
4,AQZ90357.1,B4U62_08060,C0H410,0.000338021,3.49e-05,4.86e-05,0.000101787,0.023355907,0.011577219,0.004390009,0.003645267,0.000410293,0.001741146,0.000463972,NA,NA,NA,NA,NA
4,AQZ90359.1,B4U62_08070,Q45497,6.53e-06,0.000126466,5.22e-05,6.54e-05,9.83e-05,0.000139777,0.000105293,7.8e-05,1.34e-05,2.31e-05,6.39e-06,5.12e-06,0.001354964,0.000394941,6.53e-05,0
4,AQZ90368.1,B4U62_08130,O07630,9.11e-05,0.000310798,0.000486942,0.00065103,0.000550169,0.000293206,0.000170377,0.000138488,6.95e-05,0.00010468,1.16e-05,NA,NA,NA,NA,NA
